group,jan,april,july,oct ,precip “,precip days,snowfall,rank,pop2021,pop2010,growth,density,aland_sqmi,2010 population,2012 population,growth / decline,rank_y,population (2013),budget,took office,term ends,overall homeless,year,median household income (dollars),budget/pop,budget/homeless,%homeless
0,-1.1299525631588259,-1.0788617659458726,-0.8974699395752151,-1.0273355841851608,-0.06821926258499103,0.691229087532018,0.687695328344358,-0.7556566986063858,0.2968772367557819,0.32653064857399283,-0.006882638197611384,0.10505193169721212,0.10516961305053633,0.32792474256937965,0.3165402267860373,-0.02002535263995121,-0.7789403242149152,0.31136761491444104,-0.37797269118188753,-0.9721299240564192,0.7807507850863389,-0.2725913022258261,0.0,-0.08389648873153921,-0.9276771645523532,-0.3955057658402111,-0.6709347130120678
1,0.5434714878476231,0.6288540643977291,0.5074156966059876,0.5015675346345079,1.3710741816895187,0.17820749912934836,-0.7107901749667345,2.3937581324980814,-0.9552552670960216,-0.9349474270638851,-1.193277397510832,-0.8665799552400969,-0.5291491864579319,-0.9299055608383487,-0.9331209474565961,-0.7665015472936646,2.2455736775224273,-0.9319378875824139,-0.5462526783342831,0.31215181047683455,-0.33714238446925104,-0.642608496323548,0.0,-0.4141368890970322,1.129529341316958,-0.039650311436125726,0.4975827835944004
2,0.17613450104132958,0.24646986323052214,0.22781929235370826,0.036063512424050134,0.6163985893430555,0.20520863536106781,-0.5782563338968588,-0.13946684034681625,-0.3151906806269115,-0.44286095179152707,1.3951107626557784,-0.13546294537287124,-0.39660338738675127,-0.4550254343333161,-0.4210666787094413,0.4489933461873316,0.06231522593719328,-0.4159995545025179,-0.5584511402850681,0.633222244110148,-0.8162394571359325,-0.17520732598215577,0.0,1.1155431749328877,-0.7326940346235202,0.01927313752693091,0.0020137041765591955
3,0.9661065156785199,1.067294588249134,0.921632591794547,1.0845152321732934,0.25120648183532823,-0.29161227130257006,-0.7325170341585174,-1.09798439763948,1.280994340963195,1.1641228768887133,0.8586091151519898,-0.7423517522251247,2.3704043318649264,1.1623921625926574,1.1749555194372798,1.1562899017245105,-1.1595083111884879,1.1741818856078077,0.42330459262148473,0.07134898525184946,0.14195468819743032,0.19478192436341585,0.0,-0.4150891132364906,-0.601912328259135,-0.12759814823115695,-0.7016380631596253
4,0.8476107134829416,1.1513790722754316,1.180518151287399,1.154981437370288,-0.3810734266645546,-0.7452313599954568,-0.7086174890475563,-1.09798439763948,0.7585168357532186,0.4989144316584758,1.8579681814451277,-0.35541493495759957,0.6519276786638579,0.4658696409812462,0.5412689399597965,2.0953083949525535,-1.099418629034766,0.6147391484271655,1.9929380099032188,-0.16945383997313562,0.14195468819743032,0.07243020557348455,0.0,1.784684680932281,1.726839929732074,1.3388616511893605,-0.5891972803464521
5,-0.0002925822276432695,-0.03381175019046791,0.131168683476378,-0.01945531591297654,-1.1116923409778932,-1.2420522666590947,-0.4406528923489004,-0.11664499374460996,-0.3446758163768654,-0.3275021046769253,-0.15933307427469817,-0.223245202982766,-0.2708412039317479,-0.3240333724915074,-0.3307743016431005,-0.3974445675509736,-0.057864138370250784,-0.3330965672805513,-0.41471504645533636,0.15161659366017782,0.4613527366418846,-0.04102142815658764,0.2857142857142857,-0.26812918771341454,-0.35710069306995024,0.08308643819164604,0.22860612252009785
6,-0.56643919271763,-0.6624433688632588,-0.4142168951885608,-0.792448233528508,0.2026237271733102,0.22680954434644338,0.18652910965389918,-0.3790962296699822,-0.17592032822123377,0.04510343571876726,-1.529322207509196,1.3246438791044743,-0.7339362877200243,0.05063800642772858,0.016432785816442447,-0.7556086356928121,-0.538581595600027,0.0020169262703757587,0.35981380270896507,1.0345602861517897,1.1001488335307932,0.31143311771469323,0.0,1.9158195481376914,1.0785951413478962,-0.21608992232275295,0.5414275533525449
